,SPTR Index,SX5T Index,TPXDDVD Index,HSI 1 Index,TUKXG Index,M1EF Index,LUATTRUU Index,LETGTREU Index,BATY0 Index,EMUSTRUU Index,LF98TRUU Index,LP01TREU Index,LUACTRUU Index,LP06TREU Index,BCIT1T Index,BEIG1T Index,SPGSCI Index,US0003M Index
05/05/2011,2258.076,4837.41,,48897.0,3916.66,444.05,1872.28,185.85,6749.042,743.1479,1280.51,234.6526,2129.24,166.7898,255.122,186.3174,683.83,0.26825
05/06/2011,2266.972,4894.76,1086.44,48712.34,3954.24,444.78,1873.41,186.25,6731.563,743.5229,1281.55,234.9089,2129.72,167.1712,255.2212,186.5668,674.16,0.267
05/07/2011,,,,,,,,,6732.508,,,,,,,,,
05/08/2011,,,,,,,,,6733.458,,,,,,,,,
05/09/2011,2277.302,4815.38,1082.27,49084.35,3931.69,444.29,1874.93,187.27,6732.69,744.4715,1282.67,235.4803,2131.15,167.8958,255.6314,186.8432,698.46,0.26575
05/10/2011,2295.724,4877.92,1086.39,,3982.1,446.21,1870.38,187.03,6742.484,744.717,1283.07,235.4572,2125.15,167.7462,255.1733,187.3147,708.51,0.264
05/11/2011,2271.47,4885.93,1087.87,49050.2,3961.33,445.94,1874.44,186.88,6731.388,745.5698,1283.88,235.885,2130.27,167.9254,254.637,187.2648,681.0,0.26225
05/12/2011,2282.845,4843.8,1077.36,48605.45,3940.76,439.04,1871.05,187.33,6755.299,745.9378,1283.27,235.765,2123.56,168.1964,253.8821,187.4117,681.14,0.26075
05/13/2011,2264.517,4812.82,1065.43,49116.79,3928.11,438.19,1874.37,187.41,6754.234,746.4368,1283.5,235.7023,2128.42,168.0503,253.8852,187.3721,683.61,0.2605
05/14/2011,,,,,,,,,6755.177,,,,,,,,,
05/15/2011,,,,,,,,,6756.108,,,,,,,,,
05/16/2011,2250.607,4796.91,1052.26,48450.74,3926.66,435.17,1878.59,187.08,6765.234,747.0035,1284.91,235.8777,2133.6,167.9701,254.0587,187.6119,675.74,0.2605
05/17/2011,2250.348,4744.12,1051.37,48331.83,3885.11,433.97,1881.52,187.41,6754.469,747.919,1284.56,236.0789,2137.95,168.1928,253.8073,187.3345,672.92,0.25975
05/18/2011,2270.565,4773.58,1062.93,48681.97,3929.77,437.53,1876.44,187.22,6768.481,748.9039,1284.14,235.8015,2130.87,167.7954,254.0591,187.534,691.04,0.26
05/19/2011,2275.707,4812.38,1055.23,49014.92,3951.33,436.81,1876.93,187.05,6767.348,749.5151,1284.7,235.918,2131.18,167.6765,253.4468,187.2496,683.26,0.2585
05/20/2011,2258.213,4757.11,1050.01,49091.13,3946.36,436.95,1878.54,187.8,6773.795,749.756,1284.88,236.1699,2133.23,168.2423,253.4938,187.4771,688.52,0.2575
05/21/2011,,,,,,,,,6774.736,,,,,,,,,
05/22/2011,,,,,,,,,6775.662,,,,,,,,,
05/23/2011,2231.309,4669.82,1037.2,48065.55,3871.65,426.72,1880.66,188.33,6792.749,749.6138,1283.71,236.0377,2134.63,168.5602,253.5426,187.4579,676.81,0.25675
05/24/2011,2229.494,4681.55,1039.09,48153.75,3886.59,430.97,1881.55,187.85,6790.662,748.5558,1283.69,235.855,2135.51,168.2728,254.4183,187.5055,684.77,0.255
05/25/2011,2236.749,4707.57,1037.29,48188.69,3895.04,428.46,1881.42,188.21,6797.279,748.1759,1282.43,235.9171,2133.14,168.845,254.6039,187.9868,696.53,0.2545
05/26/2011,2246.126,4681.39,1049.12,48513.89,3902.24,434.37,1888.4,188.8,6789.526,747.4841,1282.53,235.9284,2140.7,169.3086,255.6177,188.5936,694.56,0.254
05/27/2011,2255.744,4715.66,1046.41,48974.18,3940.64,439.93,1888.04,188.98,6801.706,747.7934,1282.28,235.8151,2139.13,169.2876,255.2923,188.3461,698.72,0.25388
05/28/2011,,,,,,,,,6802.614,,,,,,,,,
05/29/2011,,,,,,,,,6803.534,,,,,,,,,
05/30/2011,,4707.19,1044.87,49114.54,3940.64,440.12,,,6815.885,,,,,,255.2923,188.1678,,
05/31/2011,2279.663,4789.71,1063.64,50185.58,3974.56,447.73,1890.67,188.62,6815.033,749.3531,1283.92,235.4486,2142.82,168.8938,255.2605,188.0829,707.26,0.25288
06/01/2011,2227.962,4732.36,1064.82,50077.84,3944.91,447.29,1897.83,188.9,6794.186,750.7085,1284.75,235.1314,2152.16,169.0241,256.5609,188.7652,696.57,0.25288
06/02/2011,2225.363,4656.91,1047.51,49374.88,3891.22,444.54,1891.58,188.88,6806.955,750.0854,1282.81,234.7323,2139.51,168.885,255.8415,189.2815,698.5,0.252
06/03/2011,2203.811,4667.85,1035.85,48728.8,3895.94,443.29,1894.8,188.32,6806.914,751.0688,1280.66,234.4148,2142.81,168.577,256.5085,189.1787,699.77,0.252
06/04/2011,,,,,,,,,6807.836,,,,,,,,,
06/05/2011,,,,,,,,,6808.757,,,,,,,,,
06/06/2011,2180.136,4629.38,1024.96,,3901.36,440.82,1894.33,188.6,6812.538,751.0382,1280.49,234.233,2140.31,168.5307,256.3524,189.2537,692.04,0.25175
06/07/2011,2178.145,4644.73,1032.39,48658.13,3902.35,442.36,1894.33,187.91,6815.935,751.9324,1279.03,234.2669,2140.55,168.0362,256.4373,188.0033,696.61,0.25175
06/08/2011,2169.501,4607.16,1033.27,48217.6,3865.51,439.66,1899.93,188.34,6809.7,752.4018,1276.86,234.2013,2146.89,168.2296,256.9102,187.8631,703.56,0.25025
06/09/2011,2185.519,4650.78,1031.36,48127.14,3897.09,438.47,1896.02,188.7,6826.61,752.6641,1274.38,234.1652,2141.14,168.4998,256.4306,187.2849,710.27,0.2495
06/10/2011,2154.996,4577.83,1036.98,47723.88,3836.84,433.37,1898.95,189.44,6834.664,753.0014,1273.81,234.1237,2144.75,168.9805,256.5887,187.337,701.79,0.2485
06/11/2011,,,,,,,,,6835.569,,,,,,,,,
06/12/2011,,,,,,,,,6836.491,,,,,,,,,
06/13/2011,2157.152,4581.31,1030.49,47910.57,3841.94,431.78,1897.3,189.51,6837.402,752.6349,1271.9,233.5204,2140.31,169.0362,256.2689,187.0089,695.14,0.247
06/14/2011,2184.479,4658.37,1043.94,47884.86,3861.68,435.55,1888.07,188.85,6834.444,752.0898,1271.14,233.2493,2128.57,168.6099,255.5164,186.9461,701.44,0.24525
06/15/2011,2146.447,4577.2,1046.21,47560.81,3821.42,433.02,1899.68,189.4,6829.277,752.5503,1270.39,233.0577,2144.87,168.881,257.3339,187.147,677.71,0.245
06/16/2011,2150.578,4575.72,1030.68,46844.5,3792.32,425.38,1904.18,189.91,6870.282,751.3677,1266.1,231.754,2148.25,169.0258,257.2347,185.9202,674.8,0.2465
06/17/2011,2157.145,4641.92,1021.71,46294.29,3803.05,424.01,1901.09,189.36,6864.177,750.8414,1265.06,231.3461,2145.21,168.5977,256.5823,185.3071,669.11,0.2465
06/18/2011,,,,,,,,,6865.067,,,,,,,,,
06/19/2011,,,,,,,,,6865.981,,,,,,,,,
06/20/2011,2168.799,4607.33,1023.61,46089.98,3788.71,421.98,1900.51,189.38,6879.941,750.7933,1262.69,231.3304,2143.06,168.566,256.1766,185.0433,666.98,0.2465
06/21/2011,2198.15,4697.84,1034.89,46625.73,3843.22,427.63,1899.12,189.0,6877.804,751.6545,1263.16,231.455,2141.98,168.3859,256.4066,185.3863,668.47,0.2455
06/22/2011,2184.026,4686.24,1051.72,46645.75,3842.7,428.93,1899.34,189.27,6869.818,752.7046,1265.22,231.2251,2142.46,168.2451,256.0101,186.1389,673.22,0.2455
06/23/2011,2177.854,4578.58,1047.3,46430.59,3777.07,424.72,1906.49,190.54,6877.604,752.2295,1263.95,230.924,2149.39,168.9291,258.0225,185.9567,648.75,0.2465
06/24/2011,2152.31,4553.46,1057.06,47311.47,3792.6,428.71,1908.8,190.66,6884.404,751.1066,1264.07,230.6792,2150.38,168.8218,259.0681,185.4402,644.89,0.24625
06/25/2011,,,,,,,,,6885.298,,,,,,,,,
06/26/2011,,,,,,,,,6886.191,,,,,,,,,
06/27/2011,2172.079,4566.96,1047.47,47033.68,3808.99,427.53,1902.21,190.11,6916.986,751.3392,1262.86,229.6013,2139.36,168.3548,258.2185,185.4449,642.82,0.24575
06/28/2011,2200.684,4611.49,1054.24,47076.38,3838.64,430.9,1891.73,189.64,6900.484,751.2011,1262.75,229.5323,2127.62,167.9205,257.2611,185.9215,656.96,0.24575
06/29/2011,2219.198,4698.78,1071.73,47075.11,3898.82,435.62,1887.74,188.87,6866.58,753.2933,1266.31,229.9141,2125.48,167.5832,257.7638,187.0701,670.47,0.24575
06/30/2011,2241.663,4776.15,1078.22,47794.04,3958.58,440.84,1884.28,188.35,6857.624,754.3791,1271.42,230.3028,2124.04,167.399,257.386,187.6635,668.85,0.24575
07/01/2011,2274.258,4821.66,1084.1,,3987.91,444.92,1880.78,188.43,6837.423,754.9548,1273.27,230.9198,2122.07,167.5284,257.0971,187.5912,664.31,0.24575
07/02/2011,,,,,,,,,6838.344,,,,,,,,,
07/03/2011,,,,,,,,,6839.259,,,,,,,,,
07/04/2011,,4812.48,1097.11,48588.62,4006.4,449.87,,188.56,6855.738,,,231.2333,,167.5782,257.0971,187.1777,,0.24575
07/05/2011,2271.289,4780.88,1098.47,48540.57,4010.72,448.64,1887.13,188.85,6862.524,756.1426,1276.79,231.5071,2131.85,167.7978,257.7556,187.133,675.35,0.24575
07/06/2011,2274.421,4750.89,1109.05,48048.93,3997.05,446.75,1890.98,189.89,6865.513,756.8184,1277.56,231.2073,2136.65,168.0131,258.4658,186.1916,673.73,0.24575
07/07/2011,2298.311,4771.86,1105.2,48075.88,4031.43,449.38,1885.72,189.41,6869.06,757.3326,1280.64,230.7622,2132.82,167.5312,258.4574,185.9074,690.88,0.24605
07/08/2011,2282.323,4681.65,1110.11,48495.88,3988.83,448.05,1898.38,191.06,6861.813,758.7309,1281.75,231.1773,2150.12,168.4934,259.9525,186.1119,685.6,0.24605
07/09/2011,,,,,,,,,6862.726,,,,,,,,,
07/10/2011,,,,,,,,,6863.644,,,,,,,,,
07/11/2011,2241.072,4545.82,1104.8,47686.71,3947.93,440.03,1906.85,193.07,6902.03,758.6372,1278.94,230.5957,2158.95,168.8282,261.3146,184.2238,680.28,0.24605
07/12/2011,2231.153,4519.62,1088.33,46226.97,3907.85,431.75,1907.66,192.78,6950.048,758.0479,1277.14,229.3287,2159.78,168.872,261.8541,184.3297,689.8,0.249
07/13/2011,2238.288,4557.36,1092.58,46789.73,3932.8,438.23,1909.46,192.12,6943.496,757.9179,1279.18,229.5954,2163.77,168.5281,262.4573,184.7652,698.04,0.24925
07/14/2011,2223.286,4524.21,1087.93,46818.14,3893.2,437.33,1904.46,192.13,6955.853,757.919,1279.69,229.6081,2155.72,168.5175,261.3956,184.5655,688.41,0.24975
07/15/2011,2235.646,4490.77,1091.09,46679.82,3891.0,437.41,1906.98,192.77,6967.379,758.3832,1280.78,229.4809,2156.97,168.6774,261.9593,184.9267,693.94,0.24975
07/16/2011,,,,,,,,,6968.224,,,,,,,,,
07/17/2011,,,,,,,,,6969.08,,,,,,,,,
07/18/2011,2217.545,4401.79,,46529.12,3830.51,432.42,1906.56,193.32,6979.785,758.4482,1280.15,228.9304,2153.2,168.5386,262.3151,184.1177,687.62,0.25125
07/19/2011,2253.711,4460.68,1083.97,46737.49,3855.27,435.06,1909.63,192.78,6980.271,759.4855,1280.56,228.5183,2159.15,168.6569,263.3293,185.0128,694.61,0.252
07/20/2011,2252.525,4541.75,1092.74,46953.61,3898.76,438.16,1905.38,191.71,6960.687,759.7857,1282.08,228.7641,2154.15,168.5229,261.9771,185.3657,696.4,0.253
07/21/2011,2283.227,4638.42,1092.04,46918.62,3929.44,440.77,1899.57,190.42,6961.485,760.6055,1284.25,229.4808,2147.35,168.3734,261.625,186.4791,695.41,0.253
07/22/2011,2285.343,4653.97,1103.09,47894.9,3952.84,444.63,1903.62,191.18,6954.817,761.7069,1286.65,230.7625,2155.7,169.0519,262.467,187.0241,701.57,0.253
07/23/2011,,,,,,,,,6955.684,,,,,,,,,
07/24/2011,,,,,,,,,6956.563,,,,,,,,,
07/25/2011,2272.474,4603.78,1094.32,47571.6,3946.34,442.7,1900.21,191.71,6976.034,761.8051,1287.38,230.878,2149.34,169.0291,262.7372,185.5921,697.5,0.2521
07/26/2011,2263.145,4598.66,1099.77,48166.51,3949.32,446.01,1905.01,191.87,6970.247,762.8877,1288.49,230.7315,2157.36,168.9968,262.9126,185.3098,701.37,0.2526
07/27/2011,2217.288,4521.55,1090.82,48101.67,3901.96,443.12,1902.53,192.93,6950.46,763.2176,1287.31,230.6961,2155.24,169.6296,263.4062,185.2038,694.82,0.25285
07/28/2011,2210.329,4519.95,1077.18,48163.66,3913.04,441.78,1905.43,192.96,6964.258,764.8082,1286.78,230.4705,2159.58,169.7018,264.4935,184.5919,693.18,0.25395
07/29/2011,2196.079,4482.36,1068.3,47885.19,3874.38,438.89,1918.62,194.1,6995.721,769.0973,1286.16,230.5001,2177.6,170.2543,267.7979,185.3657,686.08,0.2555
07/30/2011,,,,,,,,,6996.578,,,,,,,,,
07/31/2011,,,,,,,,,6997.439,,,,,,,,,
08/01/2011,2187.003,4355.75,1081.41,48361.32,3847.23,442.73,1923.89,194.83,6969.28,772.626,1286.54,230.9052,2186.65,170.5635,268.5543,185.0274,684.08,0.25722
08/02/2011,2131.103,4274.38,1071.58,47845.11,3809.89,434.8,1935.06,195.68,7027.665,774.3318,1282.6,229.8885,2202.41,170.6854,270.0686,184.9514,683.81,0.26444
08/03/2011,2142.565,4195.33,1049.73,46930.21,3733.22,425.5,1936.81,195.67,7071.018,775.0287,1278.65,228.78,2203.67,170.71,268.7999,183.7925,671.59,0.26828
08/04/2011,2040.203,4051.65,1049.23,46699.79,3605.29,414.16,1949.77,196.89,7041.795,775.4126,1270.29,228.003,2217.47,171.3762,270.2462,183.3994,644.95,0.26939
08/05/2011,2039.044,3989.28,1017.03,44696.91,3507.58,401.84,1939.47,196.78,7145.465,771.811,1261.62,225.3113,2195.89,171.5653,268.7206,183.3158,645.75,0.27161
08/06/2011,,,,,,,,,7146.231,,,,,,,,,
08/07/2011,,,,,,,,,7146.988,,,,,,,,,
08/08/2011,1903.474,3841.07,994.05,43724.77,3388.57,382.23,1956.21,197.52,7103.433,764.3734,1238.58,223.555,2205.35,172.9166,271.1862,184.0555,620.6,0.27478
08/09/2011,1993.761,3853.39,978.21,41249.73,3452.72,373.89,1969.41,196.69,7113.92,764.373,1228.75,219.373,2213.37,172.3329,273.533,183.6302,614.58,0.27839
08/10/2011,1906.535,3618.28,986.26,42216.33,3351.76,378.7,1972.21,198.48,7104.034,764.1772,1224.6,219.6629,2215.68,173.5425,277.8361,184.4345,630.08,0.28061
08/11/2011,1995.137,3721.9,978.84,41821.07,3455.96,382.29,1956.79,197.51,7142.78,756.716,1215.67,216.6628,2178.77,172.7463,273.2718,185.5848,643.41,0.28617
08/12/2011,2005.674,3876.25,975.42,41874.15,3561.19,382.44,1965.21,197.11,7149.223,756.6907,1225.23,216.9699,2193.2,172.7261,274.4915,187.3167,643.08,0.29006
08/13/2011,,,,,,,,,7150.0,,,,,,,,,
08/14/2011,,,,,,,,,7150.765,,,,,,,,,
08/15/2011,2049.513,3905.07,986.75,43246.93,3581.64,391.64,1961.6,196.95,7115.221,760.3645,1233.16,217.8322,2180.29,172.415,273.185,187.2933,653.35,0.29172
08/16/2011,2029.923,3903.71,989.22,43144.42,3586.36,393.84,1968.84,197.03,7130.888,763.6115,1236.22,217.8253,2189.74,172.5429,273.8572,187.9473,650.41,0.29283
08/17/2011,2032.414,3916.23,986.2,43373.68,3575.25,396.12,1973.84,197.84,7137.051,766.5325,1239.82,219.0463,2197.27,173.511,274.2876,188.6144,656.92,0.29589
08/18/2011,1941.92,3707.05,974.34,42790.59,3414.73,384.8,1981.36,199.88,7174.242,768.0054,1233.91,219.0873,2202.67,174.6884,272.3668,188.5224,635.3,0.29778
08/19/2011,1912.773,3627.49,954.51,41472.95,3380.22,375.04,1983.28,199.63,7212.709,767.2351,1230.41,217.7256,2198.61,174.3191,274.0913,187.7945,641.46,0.303
08/20/2011,,,,,,,,,7213.458,,,,,,,,,
08/21/2011,,,,,,,,,7214.185,,,,,,,,,
08/22/2011,1913.272,3668.35,943.26,41663.92,3416.79,373.49,1982.04,199.53,7203.4,767.3427,1228.95,216.8956,2195.23,174.0733,274.3692,187.4397,646.06,0.30844
08/23/2011,1978.895,3696.22,952.85,42494.89,3439.67,381.16,1977.07,199.65,7164.191,764.2827,1220.62,215.7153,2179.22,173.9812,271.9778,187.6216,652.46,0.31178
08/24/2011,2005.133,3761.59,942.5,41640.35,3491.18,378.26,1966.21,198.68,7177.437,761.5924,1217.76,213.6378,2158.58,173.0414,269.3902,186.9647,650.59,0.31428
08/25/2011,1973.962,3724.63,954.66,42258.15,3441.05,376.29,1970.51,199.1,7152.706,761.1441,1220.16,213.9194,2168.65,173.1872,270.882,187.1978,653.07,0.319
08/26/2011,2004.109,3680.51,960.07,41895.31,3440.26,377.4,1974.71,199.46,7157.874,761.6592,1219.29,213.3524,2172.51,173.0856,271.2851,186.9562,657.84,0.32278
08/27/2011,,,,,,,,,7158.648,,,,,,,,,
08/28/2011,,,,,,,,,7159.427,,,,,,,,,
08/29/2011,2061.047,3762.61,963.84,42507.48,3440.26,388.56,1968.02,,7151.956,761.9118,1222.89,,2164.51,,269.6268,186.1739,662.94,
08/30/2011,2066.366,3762.34,974.6,43233.01,3533.31,392.12,1977.03,199.4,7154.62,763.4722,1226.21,213.8075,2180.51,172.9214,271.3658,186.4913,672.52,0.32556
08/31/2011,2076.784,3868.09,978.79,43943.05,3617.89,399.66,1971.91,198.45,7167.733,766.8356,1234.68,215.6627,2179.02,172.4469,270.1978,184.8749,674.69,0.32722
09/01/2011,2052.297,3874.26,988.55,44051.06,3634.07,401.55,1978.83,199.26,7148.674,768.6746,1238.88,216.6911,2190.21,173.0838,272.622,185.594,670.38,0.32944
09/02/2011,2000.496,3731.39,977.76,43261.19,3549.15,395.33,1991.62,200.56,7157.719,769.2939,1239.02,216.4457,2207.27,173.7439,274.9473,185.3811,661.63,0.33056
09/03/2011,,,,,,,,,7158.499,,,,,,,,,
09/04/2011,,,,,,,,,7159.281,,,,,,,,,
09/05/2011,,3543.19,960.01,42025.85,3422.09,382.96,,202.24,7208.545,,,215.0775,,174.0904,274.9473,184.0364,,0.33278
09/06/2011,1985.671,3497.52,941.44,42227.46,3458.48,382.39,1994.06,202.47,7217.901,768.3313,1229.92,213.7533,2204.15,173.7459,273.2483,183.3345,658.07,0.33561
09/07/2011,2043.046,3616.99,957.26,42989.88,3571.65,390.86,1987.78,201.77,7180.053,768.7756,1234.28,213.6284,2197.84,173.6106,272.6452,184.1604,671.99,0.33683
09/08/2011,2021.418,3637.57,962.06,42806.05,3586.28,392.51,1992.14,202.12,7207.208,769.6021,1236.37,213.7448,2202.52,174.064,273.921,184.5734,669.72,0.33683
09/09/2011,1967.473,3486.69,959.88,42706.78,3501.85,384.32,1998.54,203.76,7201.734,768.7751,1234.8,213.2918,2207.26,174.8661,274.7668,184.7206,657.0802,0.33794
09/10/2011,,,,,,,,,7202.499,,,,,,,,,
09/11/2011,,,,,,,,,7203.26,,,,,,,,,
09/12/2011,1981.3,3354.44,941.55,40918.94,3444.75,375.83,1997.0,204.18,7254.758,766.3771,1227.11,210.2953,2197.48,174.4909,274.1334,182.6737,656.32,0.34289
09/13/2011,2000.08,3424.44,952.42,,3474.72,373.7,1990.96,203.78,7249.9,764.5241,1225.88,208.8314,2187.04,173.7914,272.1659,181.182,658.51,0.34711
09/14/2011,2027.037,3503.03,942.1,40973.81,3510.83,369.11,1990.96,202.89,7268.339,762.1977,1228.5,208.6431,2188.41,173.3025,271.7898,180.7702,654.75,0.34911
09/15/2011,2062.255,3624.49,954.89,41267.39,3585.07,373.46,1985.49,201.79,7246.315,760.1253,1229.93,209.4161,2180.97,172.7245,271.4958,181.0549,658.58,0.35022
09/16/2011,2074.064,3630.65,975.69,41860.66,3605.8,378.56,1986.86,202.92,7211.824,760.7786,1232.87,210.3003,2183.51,173.7807,271.9694,183.3425,653.1,0.35133
09/17/2011,,,,,,,,,7212.584,,,,,,,,,
09/18/2011,,,,,,,,,7213.343,,,,,,,,,
09/19/2011,2053.743,3529.87,,40704.47,3532.69,367.98,2000.13,203.79,7243.392,759.8437,1231.79,209.6843,2197.07,174.0109,273.0026,183.2525,638.96,0.3525
09/20/2011,2050.394,3604.48,959.07,40916.89,3602.65,368.67,1998.82,203.77,7244.467,758.4115,1232.44,209.2564,2195.1,173.8046,273.1555,182.388,643.65,0.355
09/21/2011,1990.205,3533.88,961.71,40506.7,3553.07,364.36,2007.5,204.19,7227.807,756.8647,1232.05,208.9657,2208.17,173.4907,274.176,182.789,638.54,0.35556
09/22/2011,1926.757,3360.88,945.72,38547.18,3387.25,341.37,2024.84,205.25,7263.114,748.9635,1220.51,206.9817,2217.47,173.9046,274.2439,183.5219,607.49,0.35806
09/23/2011,1938.73,3411.88,,38023.98,3404.18,333.97,2015.3,205.11,7283.351,739.444,1215.43,206.2995,2196.35,173.9251,272.5496,182.7402,599.25,0.36022
09/24/2011,,,,,,,,,7284.083,,,,,,,,,
09/25/2011,,,,,,,,,7284.821,,,,,,,,,
09/26/2011,1983.968,3508.4,925.79,37462.23,3419.34,330.1,2005.08,204.32,7289.17,732.398,1212.89,206.2827,2184.27,173.9227,270.8537,182.3559,600.37,0.36278
09/27/2011,2005.192,3694.78,950.81,39020.76,3556.86,346.39,1994.89,202.56,7232.812,730.6898,1213.8,207.0649,2174.28,173.3692,270.2412,182.0277,620.02,0.36522
09/28/2011,1964.198,3665.49,967.28,38763.59,3506.48,345.5,1996.79,202.18,7214.496,731.4383,1209.45,206.8308,2176.52,173.2184,270.7045,181.9768,603.55,0.36856
09/29/2011,1980.229,3725.79,977.83,,3492.51,346.83,2002.34,201.76,7221.582,732.4744,1204.24,206.9069,2182.95,173.0783,270.647,182.1939,606.79,0.37211
09/30/2011,1930.789,3671.72,976.39,37866.63,3446.56,341.4,2006.35,203.14,7232.515,732.4264,1194.32,207.1052,2184.58,174.0718,269.752,184.2033,591.0,0.37433
10/01/2011,,,,,,,,,7233.277,,,,,,,,,
10/02/2011,,,,,,,,,7234.037,,,,,,,,,
10/03/2011,1875.951,3601.93,958.35,36208.69,3410.96,330.54,2021.06,204.26,7234.8,730.0494,1184.39,205.8494,2197.1,174.8,272.994,184.2694,585.62,0.37761
10/04/2011,1918.39,3522.51,944.32,34977.76,3322.88,322.39,2020.44,204.98,7301.545,724.9351,1165.22,203.3493,2183.4,174.8036,273.7146,183.753,576.01,0.38094
10/05/2011,1953.666,3671.31,931.59,,3429.35,324.45,2009.34,203.64,7284.431,724.0841,1167.71,203.0722,2169.82,174.0768,272.08,182.4132,592.03,0.38361
10/06/2011,1989.611,3788.14,945.2,36962.33,3556.45,335.14,2002.47,202.02,7257.531,728.5714,1179.77,203.5134,2166.63,173.3623,272.1872,181.7003,606.52,0.38778
10/07/2011,1973.423,3822.52,951.22,38113.29,3564.6,342.83,1994.7,201.75,7236.987,731.9918,1185.4,204.2176,2160.97,173.5212,271.8166,181.8184,606.62,0.39111
10/08/2011,,,,,,,,,7237.747,,,,,,,,,
10/09/2011,,,,,,,,,7238.52,,,,,,,,,
10/10/2011,2040.756,3909.46,,38122.03,3628.86,348.57,,201.17,7221.186,,,205.0635,,172.9395,271.8166,181.2241,619.06,0.39417
10/11/2011,2041.896,3901.32,968.47,39048.7,3626.65,352.9,1986.64,201.07,7209.722,737.9856,1194.22,206.3697,2161.12,172.7268,270.2068,181.2526,624.65,0.3975
10/12/2011,2062.223,3995.96,966.47,39453.09,3659.46,358.23,1980.14,199.71,7217.82,743.0224,1206.28,207.7332,2158.37,172.0228,269.255,180.0025,625.46,0.40083
10/13/2011,2056.259,3929.2,973.38,40375.1,3633.63,361.07,1987.02,200.7,7171.85,746.7111,1209.68,209.1166,2172.27,172.5363,269.441,179.9975,622.74,0.40306
10/14/2011,2091.995,3967.89,960.53,39824.02,3675.98,363.03,1982.03,199.69,7183.722,748.7597,1214.53,209.7263,2167.18,171.7321,269.2727,178.8225,637.9,0.40472
10/15/2011,,,,,,,,,7184.418,,,,,,,,,
10/16/2011,,,,,,,,,7185.214,,,,,,,,,
10/17/2011,2051.544,3903.67,977.3,40625.15,3656.03,365.36,1989.26,201.1,7147.951,751.1562,1218.82,211.9234,2179.77,172.5829,270.1816,179.9548,632.9,0.40583
10/18/2011,2093.434,3888.37,963.65,38908.53,3638.31,359.19,1989.56,201.97,7179.798,751.3793,1219.63,211.3065,2180.41,172.6315,270.5989,178.5119,637.22,0.40917
10/19/2011,2067.276,3927.6,963.97,39409.52,3665.96,362.23,1988.81,201.27,7177.311,752.2422,1228.34,212.3529,2188.26,172.395,271.1658,178.0864,626.47,0.41167
10/20/2011,2076.75,3829.31,956.96,38717.49,3621.71,352.45,1986.44,201.63,7190.703,751.7949,1231.13,212.8162,2190.34,172.3369,271.2726,178.496,624.66,0.41556
10/21/2011,2115.864,3940.11,954.63,38809.24,3691.63,357.25,1983.57,200.95,7174.334,751.5838,1239.21,213.5729,2190.66,172.1594,270.8142,178.7256,630.63,0.41833
10/22/2011,,,,,,,,,7175.135,,,,,,,,,
10/23/2011,,,,,,,,,7175.941,,,,,,,,,
10/24/2011,2143.132,3993.3,969.04,40415.59,3731.59,368.65,1981.12,201.06,7170.104,753.1085,1246.03,214.6745,2193.34,172.1365,271.1008,178.4256,645.45,0.42028
10/25/2011,2100.166,3950.98,959.1,40838.4,3716.45,370.94,1992.63,201.7,7167.019,755.7814,1252.07,215.6716,2213.36,172.7667,273.8699,180.307,649.25,0.42222
10/26/2011,2122.316,3935.98,957.54,41050.12,3735.41,372.92,1985.26,202.2,7213.797,757.9604,1253.29,216.3443,2203.98,173.4272,273.5949,180.8645,637.76,0.42472
10/27/2011,2195.215,4175.11,978.52,42389.62,3843.43,385.91,1967.35,199.88,7176.616,762.5259,1265.17,219.4943,2193.48,172.3983,271.2887,181.3511,657.14,0.42806
10/28/2011,2196.13,4150.57,989.6,43101.27,3835.64,392.26,1976.35,199.87,7161.302,765.4095,1268.45,221.0555,2208.89,172.1589,272.6714,180.2242,652.55,0.42944
10/29/2011,,,,,,,,,7162.13,,,,,,,,,
10/30/2011,,,,,,,,,7162.928,,,,,,,,,
10/31/2011,2141.811,4020.53,980.14,42768.92,3729.34,386.62,1989.99,201.72,7176.619,767.3381,1265.89,220.9855,2223.63,173.4327,274.7947,179.5995,647.96,0.42944
11/01/2011,2081.972,3809.01,967.88,41710.2,3646.84,376.19,2006.73,204.67,7209.925,766.2507,1255.68,217.2769,2236.7,174.6247,278.2589,177.7626,641.69,0.43167
11/02/2011,2115.699,3863.52,947.45,42493.49,3697.53,379.46,2005.72,203.93,7251.978,766.955,1259.12,217.101,2234.15,174.0065,278.6176,177.0795,643.03,0.43306
11/03/2011,2155.867,3958.01,,41437.07,3739.02,378.26,2000.11,203.29,7263.866,769.5498,1262.23,217.234,2228.16,173.8276,277.3192,177.5462,651.01,0.435
11/04/2011,2142.343,3862.82,964.69,42729.74,3726.56,384.34,2002.29,204.01,7236.92,771.2006,1263.36,218.2727,2231.7,173.9472,278.8027,177.4078,653.71,0.4375
11/05/2011,,,,,,,,,7237.693,,,,,,,,,
11/06/2011,,,,,,,,,7238.474,,,,,,,,,
11/07/2011,2156.0,3843.82,962.68,42374.64,3715.54,384.61,2007.17,204.5,7253.468,772.4349,1263.43,217.8555,2235.82,173.692,280.2612,176.1815,660.25,0.44139
