,SPTR Index,SX5T Index,TPXDDVD Index,HSI 1 Index,TUKXG Index,M1EF Index,LUATTRUU Index,LETGTREU Index,BATY0 Index,EMUSTRUU Index,LF98TRUU Index,LP01TREU Index,LUACTRUU Index,LP06TREU Index,BCIT1T Index,BEIG1T Index,SPGSCI Index,US0003M Index
12/25/2000,,,1423.78,,2820.62,,,,3821.336,,,,,,123.1303,105.6283,,
12/26/2000,1829.826,,1423.9,,2820.62,,1091.58,,3821.891,264.2312,517.68,,1093.0,,123.2174,105.6334,241.4524,
12/27/2000,1849.341,5967.76,1419.85,,2880.17,,1088.24,,3820.321,264.3848,517.56,104.3,1090.07,107.01,122.9604,105.667,242.7579,6.43813
12/28/2000,1856.764,6030.22,1417.33,,2882.51,,1087.65,,3814.351,264.6465,517.04,104.89,1088.88,107.0,122.812,105.604,240.5072,6.40125
12/29/2000,1837.365,6032.1,1408.66,,2882.16,100.0,1087.91,113.1,3815.916,265.0728,517.12,104.55,1089.65,107.11,122.9028,105.6344,246.9237,6.39875
12/30/2000,,,,,,,,,3816.474,,,,,,,,,
12/31/2000,,,,,,,,,3817.03,,,,,,,,,
01/01/2001,,,,,,99.9,,,3817.59,,,,,,122.9028,105.6344,,
01/02/2001,1785.86,5943.23,,,2860.18,100.02,1099.3,,3819.83,265.2704,518.34,104.29,1100.86,107.56,124.041,105.9109,239.3006,6.37125
01/03/2001,1875.564,5891.16,,,2797.71,100.67,1089.3,,3842.1,266.5254,518.07,104.6,1094.35,107.84,123.7555,106.1053,240.5756,6.28625
01/04/2001,1855.818,6007.74,1405.66,,2865.21,104.19,1095.18,,3828.483,268.1968,520.66,105.72,1100.92,107.72,124.3134,106.05,245.3194,5.86625
01/05/2001,1807.128,5984.69,1423.31,,2870.99,104.58,1100.13,,3839.731,268.6308,523.05,105.72,1109.07,107.83,125.2718,106.2513,246.2144,5.695
01/06/2001,,,,,,,,,3840.271,,,,,,,,,
01/07/2001,,,,,,,,,3840.824,,,,,,,,,
01/08/2001,1804.038,5955.41,,,2848.53,104.46,1101.9,,3842.963,268.4073,524.19,105.95,1112.19,107.88,125.3392,106.3528,244.6652,5.61625
01/09/2001,1810.981,5867.53,1395.17,,2820.06,105.58,1098.86,,3843.785,268.8654,527.0,106.47,1108.58,107.69,125.276,106.3442,244.8072,5.62375
01/10/2001,1828.496,5813.64,1376.19,,2806.96,104.86,1093.97,,3851.466,268.583,526.85,107.4,1103.38,107.5,124.7363,106.2477,246.4047,5.65
01/11/2001,1847.367,5925.38,1349.87,,2832.45,105.1,1090.89,,3849.48,269.1879,532.7,107.74,1104.97,107.53,124.7161,106.4376,243.2762,5.67625
01/12/2001,1835.535,5989.95,1358.41,,2855.91,105.99,1085.17,,3846.296,269.6365,534.31,109.62,1098.81,107.06,124.6116,106.0457,242.1895,5.67875
01/13/2001,,,,,,,,,3846.844,,,,,,,,,
01/14/2001,,,,,,,,,3847.39,,,,,,,,,
01/15/2001,,6022.29,1370.22,,2858.12,106.44,,,3833.037,,,109.97,,107.26,124.6116,105.9845,,5.74125
01/16/2001,1847.133,5934.16,1390.9,,2817.81,106.94,1087.18,,3836.925,269.5961,535.9,109.74,1100.84,107.12,124.7632,105.9082,239.4679,5.73875
01/17/2001,1851.162,6052.53,1405.06,,2870.65,108.09,1092.06,,3831.273,271.0074,537.35,110.48,1106.14,107.37,124.8739,106.0099,230.6765,5.73875
01/18/2001,1876.941,6011.47,1438.67,,2876.45,109.54,1097.15,,3849.976,271.6989,540.37,110.83,1112.35,107.31,125.0291,105.9556,235.1698,5.64875
01/19/2001,1869.384,5967.3,1440.62,,2876.19,111.19,1092.17,,3853.987,271.7873,540.79,111.36,1109.54,107.36,125.1421,105.8177,241.5699,5.61125
01/20/2001,,,,,,,,,3854.525,,,,,,,,,
01/21/2001,,,,,,,,,3855.066,,,,,,,,,
01/22/2001,1869.886,5996.82,1440.86,,2887.26,111.15,1089.86,,3844.609,272.1536,540.88,111.24,1108.14,107.21,125.1954,105.7578,240.5556,5.58125
01/23/2001,1894.253,5997.5,1435.46,,2879.24,111.74,1086.45,,3842.116,272.6582,542.77,111.21,1105.59,107.38,125.2,105.8605,237.1586,5.5725
01/24/2001,1899.71,6034.59,1431.04,,2902.26,111.59,1085.59,,3854.862,272.971,545.15,111.46,1107.14,107.32,125.1134,105.3628,235.119,5.61
01/25/2001,1890.272,6042.28,1427.01,,2898.22,111.71,1088.11,,3854.991,273.0263,546.87,111.71,1110.07,107.35,125.0609,105.3533,236.7198,5.5975
01/26/2001,1886.797,6018.07,1420.55,,2916.15,111.29,1088.05,,3855.536,274.0894,547.86,112.25,1110.7,107.44,124.9898,105.6219,238.0991,5.5675
01/27/2001,,,,,,,,,3856.074,,,,,,,,,
01/28/2001,,,,,,,,,3856.614,,,,,,,,,
01/29/2001,1899.751,6014.15,1424.71,,2927.14,111.0,1087.14,,3863.066,275.47,549.18,112.46,1109.73,107.61,124.8238,105.4962,230.9619,5.5425
01/30/2001,1913.126,5975.66,1425.04,,2935.27,112.03,1092.46,,3860.523,276.4257,549.73,112.51,1114.42,107.71,124.8708,105.5052,230.7258,5.525
01/31/2001,1902.553,6043.62,1426.9,,2918.13,113.76,1096.76,113.82,3871.711,277.2077,555.86,113.43,1120.84,107.82,125.5001,105.5685,226.9736,5.42125
02/01/2001,1913.113,5954.22,1425.56,,2896.95,113.34,1102.28,,3882.393,277.7127,557.07,113.82,1126.22,107.85,126.0673,105.6167,235.2427,5.39
02/02/2001,1879.689,5898.59,1413.14,,2899.08,113.07,1097.72,,3877.514,277.2674,557.62,114.12,1121.32,107.87,125.9332,105.9172,242.9454,5.3975
02/03/2001,,,,,,,,,3878.049,,,,,,,,,
02/04/2001,,,,,,,,,3878.582,,,,,,,,,
02/05/2001,1886.48,5902.87,1385.59,,2905.01,111.15,1098.97,,3873.512,275.8905,558.36,114.14,1119.59,107.96,126.301,106.1,234.8449,5.41
02/06/2001,1883.718,5951.24,1379.09,,2916.23,111.5,1096.74,,3874.411,275.6231,557.66,114.15,1114.53,107.94,126.1599,106.3069,234.9613,5.41
02/07/2001,1868.288,5859.69,1390.96,,2884.84,109.71,1097.36,,3868.376,274.8646,559.07,114.26,1114.46,108.06,126.3176,106.3218,240.6867,5.41
02/08/2001,1856.659,5883.39,1371.42,,2875.78,110.38,1097.16,,3869.301,275.8213,559.41,114.47,1114.9,107.92,126.3292,106.2004,241.1219,5.40875
02/09/2001,1831.958,5795.63,1389.34,,2856.39,110.51,1101.14,,3864.847,276.2569,560.13,114.35,1118.76,107.98,126.6519,106.2852,238.6944,5.41
02/10/2001,,,,,,,,,3865.385,,,,,,,,,
02/11/2001,,,,,,,,,3865.927,,,,,,,,,
02/12/2001,1853.652,5851.79,,,2892.13,110.65,1099.11,,3888.349,276.3645,560.79,115.3,1117.03,107.98,126.6796,106.4054,234.4534,5.3875
02/13/2001,1837.772,5853.68,1382.4,,2886.16,111.18,1097.79,,3884.158,276.7222,561.57,116.05,1115.74,108.14,126.6401,106.4791,235.2082,5.38875
02/14/2001,1834.102,5761.15,1377.5,,2862.18,110.8,1095.76,,3875.908,276.7253,561.79,116.33,1113.13,108.11,126.5007,106.423,231.1091,5.4
02/15/2001,1849.146,5825.82,1382.37,,2872.22,111.89,1091.69,,3853.398,277.1806,562.99,116.75,1112.17,107.96,126.2077,106.3743,227.953,5.4125
02/16/2001,1814.216,5714.95,1369.96,,2821.42,110.84,1096.15,,3857.718,276.6057,562.8,116.13,1116.96,107.89,126.6933,106.3815,228.9342,5.41
02/17/2001,,,,,,,,,3858.268,,,,,,,,,
02/18/2001,,,,,,,,,3858.816,,,,,,,,,
02/19/2001,,5710.35,1358.44,,2824.05,109.85,,,3873.199,,,115.89,,107.85,126.6933,106.4721,,5.38313
02/20/2001,1782.747,5665.75,1370.74,,2771.3,110.0,1097.14,,3874.04,274.6426,562.48,116.02,1116.89,107.96,126.6531,106.4073,226.6781,5.38
02/21/2001,1749.86,5579.42,1361.72,,2772.12,107.21,1095.14,,3874.268,271.5613,561.87,115.08,1114.13,107.82,126.657,106.345,224.7701,5.37
02/22/2001,1746.503,5493.87,1363.15,,2786.41,105.26,1095.5,,3878.219,272.7096,561.18,114.85,1114.54,107.8,126.7021,106.4383,225.1528,5.345
02/23/2001,1736.824,5358.55,1380.4,,2758.82,104.56,1099.36,,3875.733,272.8582,561.22,115.1,1116.75,107.94,126.9695,106.0601,226.0799,5.3
02/24/2001,,,,,,,,,3876.27,,,,,,,,,
02/25/2001,,,,,,,,,3876.816,,,,,,,,,
02/26/2001,1767.293,5451.29,1388.47,,2746.31,105.51,1102.53,,3890.368,273.4881,561.3,114.99,1119.9,107.96,127.2887,105.9565,223.76,5.19375
02/27/2001,1753.883,5480.61,1377.4,,2757.67,105.16,1108.06,,3889.75,273.1921,561.45,114.56,1126.01,108.18,127.5892,106.0549,223.9998,5.10375
02/28/2001,1729.075,5462.33,1362.69,,2750.98,104.84,1110.02,114.41,3900.081,273.7935,563.26,114.07,1130.31,108.24,127.7415,106.1173,221.9866,5.0525
03/01/2001,1730.916,5416.84,1347.09,,2746.66,104.34,1113.29,,3898.797,275.4628,563.45,114.15,1133.9,108.35,127.938,106.1268,222.8057,5.08875
03/02/2001,1721.086,5438.91,1316.99,,2723.4,103.34,1107.25,,3899.91,276.4122,562.64,113.59,1128.75,108.4,127.858,106.3072,224.2522,5.0825
03/03/2001,,,,,,,,,3900.449,,,,,,,,,
03/04/2001,,,,,,,,,3900.975,,,,,,,,,
03/05/2001,1731.424,5498.41,1310.29,,2757.21,103.91,1107.51,,3909.073,277.5427,562.78,113.66,1128.65,108.34,127.8571,106.3003,227.9817,5.08
03/06/2001,1748.737,5580.25,1341.25,,2794.74,104.76,1106.96,,3907.859,277.8706,563.25,113.56,1129.49,108.37,127.9113,106.2898,227.1266,5.09
03/07/2001,1760.361,5582.17,1356.82,,2792.76,105.05,1111.39,,3922.446,278.8092,564.32,113.64,1133.85,108.37,128.2758,106.2659,229.3934,5.07375
03/08/2001,1764.394,5527.7,1356.89,,2793.39,105.38,1112.89,,3925.149,278.2534,564.65,113.68,1136.4,108.53,128.3826,106.2978,226.6622,5.06
03/09/2001,1720.709,5481.76,1358.61,,2753.42,104.14,1111.02,,3935.738,278.5853,564.22,113.68,1133.53,108.53,128.4171,106.3445,223.9348,5.04
03/10/2001,,,,,,,,,3936.253,,,,,,,,,
03/11/2001,,,,,,,,,3936.773,,,,,,,,,
03/12/2001,1646.417,5334.93,1323.72,,2711.2,100.87,1112.37,,3937.948,277.3242,564.47,112.93,1133.44,108.62,128.3802,106.399,224.2266,5.0575
03/13/2001,1671.186,5291.94,1284.86,,2661.97,99.98,1111.4,,3950.713,277.2282,561.79,112.84,1131.89,108.58,128.1633,106.2691,221.8047,5.03375
03/14/2001,1628.02,5215.83,1275.42,,2623.95,98.96,1116.57,,3951.972,276.7846,559.6,111.95,1136.9,108.85,128.3532,106.3606,216.2494,5.02
03/15/2001,1637.606,5312.08,1299.37,,2672.12,99.06,1118.68,,3957.694,275.5028,559.59,111.99,1137.82,108.96,128.5297,106.4181,215.704,4.9425
03/16/2001,1605.483,5194.1,1314.39,,2594.51,98.31,1120.79,,3958.456,274.4956,558.04,111.43,1140.74,109.23,128.8628,106.5062,216.0915,4.9
03/17/2001,,,,,,,,,3958.961,,,,,,,,,
03/18/2001,,,,,,,,,3959.466,,,,,,,,,
03/19/2001,1633.812,5167.21,1316.73,,2589.25,97.4,1118.11,,3966.77,272.6528,557.76,110.59,1138.55,109.07,128.6814,106.4656,214.1501,4.88
03/20/2001,1594.503,5259.4,,,2633.68,97.18,1120.64,,3957.879,273.414,555.82,110.33,1141.75,108.97,128.5313,106.372,214.6406,4.88625
03/21/2001,1565.984,5144.1,1399.93,,2585.76,97.15,1121.58,,3961.562,273.8595,554.14,109.17,1142.41,109.27,128.9494,106.373,215.7935,4.87
03/22/2001,1559.648,4924.32,1382.14,,2480.3,94.99,1125.18,,3947.5,269.6743,551.59,107.65,1144.4,109.72,129.3248,106.6254,215.0294,4.85625
03/23/2001,1590.699,5064.87,1406.74,,2521.17,95.65,1120.63,,3932.991,268.667,552.4,107.87,1140.72,109.6,129.2344,106.5327,218.939,4.86
03/24/2001,,,,,,,,,3933.505,,,,,,,,,
03/25/2001,,,,,,,,,3934.028,,,,,,,,,
03/26/2001,1608.646,5243.67,1468.23,,2602.5,97.27,1117.97,,3928.874,272.0019,552.98,107.98,1139.24,109.59,128.9008,106.5401,220.0567,4.86875
03/27/2001,1649.787,5352.44,1465.47,,2673.21,97.12,1110.18,,3931.696,272.9762,552.69,107.99,1133.22,109.43,128.1926,106.5022,223.5077,4.86
03/28/2001,1609.671,5261.01,1473.86,,2621.88,96.36,1110.47,,3906.942,272.4455,552.85,108.3,1133.39,109.55,128.2139,106.5035,216.9103,4.9025
03/29/2001,1602.258,5271.38,1416.45,,2609.93,94.63,1111.04,,3918.894,270.9314,551.78,109.5,1134.66,109.54,128.2654,106.5935,215.2165,4.87625
03/30/2001,1619.537,5296.73,1407.73,,2631.09,94.5,1113.58,115.3,3919.643,270.8515,550.0,109.17,1137.25,109.41,128.8605,106.6,212.7381,4.87875
03/31/2001,,,,,,,,,3920.168,,,,,,,,,
04/01/2001,,,,,,,,,3920.692,,,,,,,,,
04/02/2001,1599.355,5304.08,1397.93,,2623.97,92.99,1112.26,,3926.047,271.0069,549.71,109.06,1136.55,109.4,128.7994,106.5925,210.8111,4.84
04/03/2001,1544.348,5112.15,1426.13,,2551.42,90.82,1114.03,,3914.031,271.1624,547.77,108.12,1136.33,109.41,128.8807,106.6087,213.8595,4.8462499999999995
04/04/2001,1540.166,5141.21,1437.6,,2586.11,89.67,1114.78,,3933.327,271.7123,544.66,105.3,1137.25,109.04,128.753,106.5586,219.0459,4.8100000000000005
04/05/2001,1607.462,5262.81,1452.44,,2626.31,91.19,1112.5,,3912.637,273.2552,543.38,105.41,1134.86,109.15,128.6198,106.6336,221.151,4.80375
04/06/2001,1575.712,5247.18,1447.95,,2616.82,92.16,1118.79,,3896.472,274.3223,542.86,105.37,1140.07,109.43,128.9175,106.6994,219.7195,4.80625
04/07/2001,,,,,,,,,3897.012,,,,,,,,,
04/08/2001,,,,,,,,,3897.55,,,,,,,,,
04/09/2001,1588.504,5320.94,1413.42,,2645.71,91.7,1116.77,,3906.852,275.8157,542.18,105.62,1137.33,109.54,128.7373,106.6993,221.7439,4.74125
04/10/2001,1631.685,5450.59,1392.72,,2710.97,92.62,1107.79,,3897.561,276.259,541.87,105.75,1128.99,109.47,128.3007,106.6596,227.5799,4.74
04/11/2001,1628.228,5480.04,1422.56,,2704.25,93.92,1106.75,,3883.896,275.2085,542.24,106.24,1128.88,109.06,128.2823,106.3455,226.3281,4.76
04/12/2001,1652.831,5495.35,1434.25,,2694.23,94.47,1104.88,,3873.094,274.9387,541.55,106.11,1127.5,108.85,128.29,106.2879,227.2798,4.7787500000000005
04/13/2001,,,1431.9,,,94.59,,,3873.645,,,,,,128.379,106.3038,,
04/14/2001,,,,,,,,,3874.2,,,,,,,,,
04/15/2001,,,,,,,,,3874.753,,,,,,,,,
04/16/2001,1647.496,,1426.31,,,93.83,1098.48,,3875.296,273.0714,541.76,,1121.44,,128.1584,106.3038,230.5235,
04/17/2001,1664.436,5438.84,1416.84,,2691.64,93.75,1103.28,,3874.188,273.5614,541.87,106.49,1125.87,108.87,128.4031,106.0839,228.1964,4.80875
04/18/2001,1729.262,5626.41,1455.29,,2755.14,96.62,1107.05,,3867.244,274.6476,541.24,106.66,1132.28,108.82,129.0069,105.6908,226.6938,4.8275
04/19/2001,1750.984,5601.57,1474.58,,2746.45,98.06,1099.96,,3884.464,271.9766,540.52,106.3,1126.54,108.51,128.5734,105.7601,225.0474,4.41
04/20/2001,1736.016,5554.74,1465.91,,2750.29,96.52,1100.08,,3858.554,267.6744,540.96,105.98,1127.1,108.44,128.6374,105.7542,223.0614,4.4175
04/21/2001,,,,,,,,,3859.106,,,,,,,,,
04/22/2001,,,,,,,,,3859.656,,,,,,,,,
04/23/2001,1710.01,5488.79,1467.29,,2746.29,96.06,1105.34,,3860.125,262.5681,541.68,106.25,1131.43,108.63,129.0794,105.8275,222.6652,4.38375
04/24/2001,1689.228,5540.58,1463.65,,2731.79,96.19,1104.46,,3865.084,264.9128,542.38,105.84,1131.39,108.48,129.4167,105.6277,219.9554,4.36
04/25/2001,1716.168,5528.8,1478.42,,2726.85,96.49,1101.73,,3865.632,265.3321,542.61,105.44,1130.67,108.5,129.6532,105.7574,221.0234,4.34
04/26/2001,1724.378,5582.37,1498.14,,2745.97,97.52,1106.31,,3858.649,267.7246,543.45,105.26,1137.05,108.74,129.9592,106.0218,225.0958,4.34
04/27/2001,1750.319,5671.53,1506.04,,2784.84,97.95,1098.95,,3878.073,270.6641,543.88,105.57,1129.85,108.54,129.732,105.9483,224.099,4.31375
04/28/2001,,,,,,,,,3878.614,,,,,,,,,
04/29/2001,,,,,,,,,3879.167,,,,,,,,,
04/30/2001,1745.392,5739.0,,,2792.12,99.15,1099.74,113.72,3864.883,270.081,543.15,106.13,1133.53,108.2,129.7063,105.935,224.2305,4.33625
05/01/2001,1769.12,5741.48,1555.9,,2773.9,99.15,1102.61,,3861.079,269.2429,543.89,106.23,1136.91,108.25,129.6989,105.935,225.9424,4.34
05/02/2001,1770.66,5702.66,1569.72,,2764.14,100.19,1104.13,,3860.697,269.0813,547.24,106.57,1138.33,108.39,129.9093,106.0414,221.1276,4.3075
05/03/2001,1744.536,5585.08,,,2699.35,100.31,1109.11,,3861.593,271.4126,548.09,107.07,1144.28,108.55,129.9693,106.2789,224.3476,4.29875
05/04/2001,1769.779,5605.18,,,2748.26,99.75,1110.23,,3871.883,272.3517,548.38,107.11,1145.31,108.79,130.4942,106.3495,224.1484,4.27
05/05/2001,,,,,,,,,3872.431,,,,,,,,,
05/06/2001,,,,,,,,,3872.989,,,,,,,,,
05/07/2001,1765.492,5636.69,1588.17,,,99.96,1109.92,,3876.435,273.929,548.92,,1144.44,,130.6617,106.3758,220.9626,
05/08/2001,1762.411,5638.23,1554.87,,2755.81,99.51,1108.76,,3886.282,273.4351,549.07,107.54,1142.72,109.0,130.6757,106.3758,219.7596,4.09875
05/09/2001,1754.715,5606.67,1534.56,,2759.32,99.47,1111.6,,3887.111,273.363,549.12,107.37,1145.18,109.06,131.1459,106.5934,221.5778,4.085
05/10/2001,1754.462,5738.1,1522.34,,2792.24,99.44,1105.53,,3894.966,273.9562,549.1,107.5,1139.19,109.23,131.0432,106.9329,223.1857,4.06
05/11/2001,1741.332,5691.18,1517.39,,2760.77,99.08,1094.69,,3874.249,270.8065,548.47,107.82,1128.49,109.0,130.687,106.9954,221.9468,4.07
05/12/2001,,,,,,,,,3874.801,,,,,,,,,
05/13/2001,,,,,,,,,3875.359,,,,,,,,,
05/14/2001,1746.009,5627.27,1503.61,,2664.18,97.95,1098.14,,3847.511,270.5261,548.93,107.83,1133.16,108.74,130.823,106.8893,222.302,4.12125
05/15/2001,1746.747,5661.8,1519.68,,2735.55,97.48,1095.79,,3841.078,270.9589,548.69,107.52,1132.07,108.69,130.7916,106.916,224.5769,4.10313
05/16/2001,1796.724,5656.28,1495.65,,2757.09,97.96,1097.82,,3832.44,273.6449,548.14,107.12,1135.09,108.79,131.0671,107.1,222.4299,4.03
05/17/2001,1801.634,5726.54,1517.59,,2766.7,100.68,1099.4,,3831.163,275.3204,548.26,107.08,1137.9,108.87,131.1087,107.3364,223.0258,4.04
05/18/2001,1806.834,5786.0,1511.68,,2771.59,101.12,1100.44,,3835.613,276.688,548.4,107.31,1139.73,108.91,131.2263,107.3005,227.595,4.055
05/19/2001,,,,,,,,,3836.182,,,,,,,,,
05/20/2001,,,,,,,,,3836.761,,,,,,,,,
05/21/2001,1836.021,5806.22,1524.7,,2784.06,101.71,1101.16,,3826.472,277.8587,548.92,107.6,1139.94,109.07,131.1395,107.0684,226.6518,4.07625
05/22/2001,1831.204,5835.91,1520.71,,2800.47,102.22,1100.89,,3833.482,278.3224,549.07,107.74,1139.67,108.95,130.9422,107.0002,225.2303,4.075
05/23/2001,1802.84,5777.81,1515.71,,2763.51,102.62,1100.88,,3836.024,277.7217,549.58,107.91,1140.26,108.91,130.2959,107.0422,224.2553,4.07
05/24/2001,1808.644,5810.18,1505.41,,2772.16,102.25,1096.14,,3840.84,277.4911,549.74,107.73,1135.0,108.78,130.6453,107.0945,220.0846,4.05625
05/25/2001,1787.278,5730.29,1498.9,,2759.92,101.78,1096.48,,3833.82,276.9607,549.95,108.06,1135.62,108.75,130.8245,106.8765,218.3901,4.03
05/26/2001,,,,,,,,,3834.391,,,,,,,,,
05/27/2001,,,,,,,,,3834.969,,,,,,,,,
05/28/2001,,5748.74,1487.71,,,101.74,,,3836.626,,,,,,130.8245,106.9024,,
05/29/2001,1773.455,5709.72,1494.17,,2747.77,101.5,1096.68,,3835.872,276.5913,550.63,108.39,1136.44,109.06,130.9625,107.0401,218.2352,4.0
05/30/2001,1746.113,5628.98,1465.62,,2717.7,100.48,1097.11,,3833.94,275.9197,552.45,108.79,1137.14,109.04,130.9885,107.0919,218.377,4.0
05/31/2001,1757.086,5646.42,1444.78,,2717.37,100.3,1103.17,113.87,3843.65,277.0769,552.93,109.12,1143.59,109.04,131.2271,106.9378,217.6236,3.99
06/01/2001,1763.872,5632.32,1443.98,,2723.68,99.97,1105.97,,3852.349,276.8826,552.94,108.56,1147.23,109.48,131.4056,107.0116,216.8409,3.9425
06/02/2001,,,,,,,,,3852.916,,,,,,,,,
06/03/2001,,,,,,,,,3853.492,,,,,,,,,
06/04/2001,1772.915,5654.9,1448.47,,2745.66,100.29,1107.89,,3863.545,280.7676,553.82,108.25,1150.15,109.51,131.4695,107.0116,217.3139,3.94
06/05/2001,1795.962,5733.41,1441.19,,2776.63,99.92,1111.16,,3859.471,282.7725,552.73,108.0,1154.99,109.76,131.5089,107.1447,217.1516,3.94
06/06/2001,1777.25,5702.1,1441.15,,2768.68,100.38,1111.22,,3840.635,283.1715,552.9,107.82,1156.0,109.54,131.1145,107.2776,214.6768,3.9275
06/07/2001,1786.991,5678.44,1445.68,,2790.64,100.59,1108.68,,3846.724,284.0379,553.03,107.57,1153.14,109.24,131.213,107.2271,214.5974,3.91813
06/08/2001,1770.207,5681.08,1452.8,,2791.71,101.59,1106.84,,3838.069,285.1669,552.93,107.32,1150.06,109.16,131.0807,107.2771,217.8522,3.91563
06/09/2001,,,,,,,,,3838.653,,,,,,,,,
06/10/2001,,,,,,,,,3839.236,,,,,,,,,
06/11/2001,1755.425,5649.77,1443.61,,2749.46,101.04,1110.48,,3839.814,286.1816,553.49,107.17,1153.31,109.34,131.2707,107.481,221.2986,3.91
06/12/2001,1757.482,5476.31,1403.33,,2722.95,100.71,1113.42,,3846.81,285.8159,552.95,106.48,1155.85,109.11,131.5544,108.1845,223.1542,3.89875
06/13/2001,1737.942,5536.23,1402.8,,2731.24,100.55,1113.54,,3862.851,284.7436,552.68,106.51,1154.96,109.09,131.6091,108.4386,221.437,3.89
06/14/2001,1707.557,5468.23,1401.81,,2699.49,100.01,1115.94,,3872.683,284.1851,551.71,106.28,1158.05,109.45,131.7707,108.6213,221.3873,3.8775
06/15/2001,1699.85,5410.52,1394.63,,2685.61,99.36,1114.83,,3873.499,284.3811,549.77,104.59,1156.22,109.47,131.9041,108.5728,218.7617,3.85125
06/16/2001,,,,,,,,,3874.07,,,,,,,,,
06/17/2001,,,,,,,,,3874.64,,,,,,,,,
06/18/2001,1691.587,5328.42,1388.38,,2661.51,97.42,1115.25,,3879.094,281.1829,548.38,103.76,1154.89,109.65,131.7484,108.4459,214.8634,3.78688
06/19/2001,1697.41,5362.27,1382.37,,2665.62,97.41,1116.04,,3875.529,281.705,541.92,102.81,1153.96,109.63,131.7994,108.4219,215.0447,3.7575
06/20/2001,1712.258,5337.28,1385.6,,2674.92,97.08,1117.78,,3879.664,282.8264,538.64,101.47,1154.5,109.71,131.7934,108.5278,208.2012,3.75
06/21/2001,1731.755,5334.95,1420.17,,2647.61,97.87,1119.22,,3876.417,284.1288,538.82,102.29,1156.41,110.02,131.7511,108.7296,208.1932,3.73875
06/22/2001,1715.392,5361.67,1438.44,,2659.01,98.1,1123.97,,3880.241,284.6274,539.58,102.8,1162.11,110.15,131.8596,108.7141,208.5969,3.73
06/23/2001,,,,,,,,,3880.808,,,,,,,,,
06/24/2001,,,,,,,,,3881.371,,,,,,,,,
06/25/2001,1705.943,5383.15,1423.36,,2657.23,97.99,1123.4,,3893.032,285.7736,539.8,102.64,1162.4,110.13,131.9002,108.7401,208.4889,3.705
06/26/2001,1703.367,5296.21,1428.61,,2607.39,97.57,1118.79,,3891.651,285.025,539.57,101.43,1157.17,110.01,131.8601,108.5786,207.7384,3.7
06/27/2001,1695.613,5271.28,1420.28,,2632.2,97.7,1118.05,,3871.011,284.2983,539.5,101.45,1156.26,110.03,131.8454,108.6653,201.2632,3.71
06/28/2001,1716.813,5329.11,1409.67,,2646.51,97.1,1112.88,,3860.539,283.1197,538.69,101.83,1151.34,110.01,131.4593,108.5413,200.4938,3.79
06/29/2001,1714.321,5424.23,1434.45,,2648.43,98.21,1109.09,114.85,3848.78,282.1132,537.42,100.9,1149.31,109.65,131.0541,107.7397,202.6644,3.83625
06/30/2001,,,,,,,,,3849.36,,,,,,,,,
07/01/2001,,,,,,,,,3849.946,,,,,,,,,
07/02/2001,1731.531,5502.55,1418.95,,2683.24,98.47,1113.19,,3842.026,281.8506,538.18,101.51,1154.23,109.79,131.117,107.6579,201.1673,3.83
07/03/2001,1728.65,5425.04,1426.11,,2647.21,97.67,1110.6,,3836.166,280.5746,538.78,101.54,1151.88,109.57,131.062,107.1843,201.9309,3.82
07/04/2001,,5387.73,1409.11,,2628.96,96.88,,,3826.836,,,101.62,,109.6,131.062,106.8819,,3.8275
07/05/2001,1707.681,5350.47,1405.47,,2605.08,96.33,1108.87,,3834.348,276.9847,538.95,101.68,1150.24,109.73,131.3756,107.0533,204.0711,3.82
07/06/2001,1667.901,5211.13,1382.17,,2572.05,94.81,1111.71,,3832.04,277.4285,539.5,101.33,1153.33,109.98,131.5181,107.2254,208.9452,3.81
07/07/2001,,,,,,,,,3832.642,,,,,,,,,
07/08/2001,,,,,,,,,3833.243,,,,,,,,,
07/09/2001,1679.402,5212.9,1364.9,,2567.17,94.17,1114.26,,3837.59,277.9603,539.68,101.0,1154.93,109.78,131.3323,107.1578,206.5696,3.79
07/10/2001,1655.305,5156.14,1377.51,,2566.72,93.56,1117.43,,3838.565,274.7878,539.87,100.69,1158.14,109.85,131.2829,107.2151,206.3689,3.79
07/11/2001,1653.542,5081.56,1353.51,,2531.14,91.66,1116.76,,3850.352,270.0878,539.05,99.39,1156.99,110.07,130.771,107.3933,205.7875,3.76
07/12/2001,1692.731,5128.97,1376.72,,2573.26,92.46,1119.82,,3831.784,261.8114,538.81,98.69,1160.0,110.04,131.2202,107.0846,206.677,3.77
07/13/2001,1703.308,5171.9,1371.65,,2599.26,91.95,1120.03,,3836.597,261.9084,538.62,98.6,1159.75,109.94,131.4485,107.0503,203.7021,3.75875
07/14/2001,,,,,,,,,3837.2,,,,,,,,,
07/15/2001,,,,,,,,,3837.793,,,,,,,,,
07/16/2001,1684.774,5129.91,1369.65,,2589.94,91.14,1123.57,,3846.46,262.2915,539.04,97.42,1163.48,110.04,131.5471,107.1346,201.3088,3.76
07/17/2001,1701.573,5110.03,1349.47,,2547.99,91.17,1123.96,,3853.198,268.9185,537.65,96.62,1163.83,110.18,131.6048,107.268,201.8895,3.76
